symbol,trader_id,quantity,price,timestamp,order_type,is_anomaly_label,anomaly_type
JPM,T011,190,199.16999267867217,2024-01-01 05:18:00,BUY,0,normal
TSLA,T001,209,251.71579159802775,2024-01-01 09:08:00,BUY,0,normal
META,T014,119,500.0489545326945,2024-01-20 00:16:00,SELL,1,wash_trade
JPM,T004,466,195.30958306042965,2024-01-01 11:54:00,SELL,0,normal
JPM,T018,265,191.37352902672728,2024-01-01 12:33:00,BUY,0,normal
AAPL,T005,412,172.79325819541964,2024-01-01 05:27:00,SELL,0,normal
JPM,T008,277,195.0024528969662,2024-01-01 06:22:00,SELL,0,normal
JPM,T004,34,192.66318137206756,2024-01-01 07:31:00,SELL,0,normal
GOOGL,T005,98,138.65378196109185,2024-01-01 08:42:00,BUY,0,normal
AMZN,T017,316,185.9173522773914,2024-01-01 03:38:00,SELL,0,normal
META,T010,406,508.81017872769286,2024-01-01 13:07:00,BUY,0,normal
TSLA,T013,473,249.14277281847853,2024-01-01 07:16:00,SELL,0,normal
MSFT,T005,397,385.6661298451626,2024-01-01 12:44:00,SELL,0,normal
NVDA,T007,377,806.8639243203601,2024-01-01 01:28:00,SELL,0,normal
JPM,T008,303,197.39882989933307,2024-01-01 01:03:00,BUY,0,normal
META,T001,148,506.85445600705793,2024-01-01 13:46:00,SELL,0,normal
TSLA,T010,481,254.77341028940887,2024-01-01 11:56:00,SELL,0,normal
AAPL,T015,43,174.91403210483557,2024-01-01 05:51:00,BUY,0,normal
GOOGL,T006,333,140.46937020095638,2024-01-01 15:36:00,SELL,0,normal
META,T001,230,495.4482765038437,2024-01-01 04:16:00,SELL,0,normal
META,T004,91,506.31077576068486,2024-01-01 10:35:00,SELL,0,normal
NVDA,T012,381,776.6779872068876,2024-01-01 10:44:00,BUY,0,normal
JPM,T017,60,194.49160367903042,2024-01-01 09:14:00,BUY,0,normal
AMZN,T005,195,187.85657870341308,2024-01-01 15:59:00,SELL,0,normal
MSFT,T014,41,374.2059633837153,2024-01-01 02:48:00,BUY,0,normal
NVDA,T018,468,778.1542554788613,2024-01-01 15:17:00,SELL,0,normal
JPM,T018,267,199.0446829875696,2024-01-01 08:48:00,BUY,0,normal
META,T006,420,494.22885456272394,2024-01-01 13:43:00,SELL,0,normal
NVDA,T003,5503,798.5184049746616,2024-01-15 00:25:00,SELL,1,volume_spike
AAPL,T020,265,179.0743019613893,2024-01-01 13:36:00,BUY,0,normal
AAPL,T019,231,179.51503514722452,2024-01-01 01:26:00,SELL,0,normal
NVDA,T006,312,816.7420214305323,2024-01-01 07:12:00,BUY,0,normal
AMZN,T011,187,189.92616188595122,2024-01-01 03:04:00,SELL,0,normal
MSFT,T014,452,381.89190437509484,2024-01-01 16:18:00,SELL,0,normal
TSLA,T005,215,244.23848297978873,2024-01-01 08:54:00,SELL,0,normal
TSLA,T016,154,244.30165945152078,2024-01-01 04:54:00,BUY,0,normal
TSLA,T013,65,249.66473154359457,2024-01-01 14:52:00,BUY,0,normal
GOOGL,T004,438,137.28681185341927,2024-01-01 07:05:00,BUY,0,normal
NVDA,T008,101,782.8209884408789,2024-01-01 11:53:00,BUY,0,normal
NVDA,T011,473,821.367117808197,2024-01-01 04:20:00,BUY,0,normal
AMZN,T015,431,184.0273615486992,2024-01-01 03:57:00,SELL,0,normal
NVDA,T013,498,804.4887484372251,2024-01-01 09:19:00,SELL,0,normal
AAPL,T019,196,178.59787352804108,2024-01-01 09:43:00,SELL,0,normal
META,T017,415,491.08371357827474,2024-01-01 07:25:00,BUY,0,normal
NVDA,T011,472,793.7394371051244,2024-01-01 14:27:00,BUY,0,normal
AAPL,T001,75,176.35395418020917,2024-01-01 13:20:00,SELL,0,normal
META,T013,298,500.1363571911182,2024-01-01 09:59:00,BUY,0,normal
TSLA,T020,102,256.28868373325844,2024-01-01 14:09:00,BUY,0,normal
TSLA,T020,313,253.6910196843905,2024-01-01 04:25:00,BUY,0,normal
NVDA,T001,109,800.4653842093811,2024-01-20 00:10:00,BUY,1,wash_trade
JPM,T014,185,195.2348413734594,2024-01-01 08:49:00,SELL,0,normal
AAPL,T015,166,171.58939596248803,2024-01-01 00:55:00,BUY,0,normal
AMZN,T010,415,181.61655938098707,2024-01-01 02:00:00,SELL,0,normal
MSFT,T013,383,374.034118469455,2024-01-01 03:35:00,BUY,0,normal
META,T019,398,504.1381023273993,2024-01-01 00:25:00,BUY,0,normal
AMZN,T011,54,183.45499723173444,2024-01-01 01:12:00,SELL,0,normal
AAPL,T017,400,179.14422281211205,2024-01-01 00:44:00,BUY,0,normal
AMZN,T020,421,186.18062752639244,2024-01-01 04:07:00,SELL,0,normal
JPM,T004,59,195.7471901206144,2024-01-01 12:01:00,BUY,0,normal
AMZN,T019,335,181.68703822685544,2024-01-01 04:41:00,SELL,0,normal
JPM,T019,53,199.52011744001638,2024-01-01 14:53:00,SELL,0,normal
TSLA,T003,197,243.2087550828473,2024-01-01 15:14:00,SELL,0,normal
AAPL,T012,333,174.16233602984062,2024-01-01 13:30:00,BUY,0,normal
META,T009,232,494.03961072987846,2024-01-01 04:04:00,SELL,0,normal
GOOGL,T010,383,140.92838483539612,2024-01-01 13:42:00,SELL,0,normal
AAPL,T009,183,172.9804873969798,2024-01-01 05:21:00,SELL,0,normal
AMZN,T001,285,186.25551455083496,2024-01-01 10:43:00,SELL,0,normal
TSLA,T015,277,245.4324374109488,2024-01-01 02:38:00,BUY,0,normal
TSLA,T011,363,248.56414684495672,2024-01-01 16:17:00,BUY,0,normal
META,T006,437,486.64804967593005,2024-01-01 07:09:00,BUY,0,normal
AMZN,T011,402,190.2679535870873,2024-01-01 15:41:00,SELL,0,normal
META,T019,60,508.29945307666145,2024-01-01 07:42:00,SELL,0,normal
AAPL,T013,488,174.66035075072722,2024-01-01 05:09:00,BUY,0,normal
TSLA,T009,142,248.88956447219275,2024-01-01 11:37:00,SELL,0,normal
JPM,T015,158,192.75749848624827,2024-01-01 01:00:00,BUY,0,normal
NVDA,T017,233,796.4597217526427,2024-01-01 14:44:00,SELL,0,normal
NVDA,T007,60,820.645064924006,2024-01-01 09:55:00,BUY,0,normal
AMZN,T008,29,183.00378675471086,2024-01-01 12:47:00,SELL,0,normal
NVDA,T003,415,787.5319495174228,2024-01-01 10:49:00,SELL,0,normal
AMZN,T012,485,182.4903584715271,2024-01-01 10:50:00,SELL,0,normal
META,T013,422,505.69285545332264,2024-01-01 14:25:00,SELL,0,normal
JPM,T020,312,198.09765324881198,2024-01-01 11:08:00,BUY,0,normal
MSFT,T001,10,371.62195944569226,2024-01-01 04:58:00,SELL,0,normal
NVDA,T015,172,778.0379817357488,2024-01-01 11:29:00,SELL,0,normal
GOOGL,T020,97,137.8693588309791,2024-01-01 05:14:00,SELL,0,normal
META,T005,167,490.0914231529568,2024-01-01 05:10:00,BUY,0,normal
JPM,T003,27,200.40773986585603,2024-01-01 06:01:00,BUY,0,normal
AAPL,T011,42,179.46210596342294,2024-01-01 07:59:00,SELL,0,normal
MSFT,T011,102,388.8896973612492,2024-01-01 01:50:00,SELL,0,normal
MSFT,T011,6285,380.130523147554,2024-01-15 00:45:00,SELL,1,volume_spike
MSFT,T013,389,381.14737592990616,2024-01-01 08:06:00,BUY,0,normal
JPM,T012,329,191.26634783476845,2024-01-01 06:03:00,BUY,0,normal
META,T013,66,499.86815234603426,2024-01-01 04:14:00,SELL,0,normal
TSLA,T001,104,248.44654353047218,2024-01-01 04:19:00,SELL,0,normal
TSLA,T001,188,253.81855443159446,2024-01-01 13:22:00,BUY,0,normal
AAPL,T018,374,180.1898263812145,2024-01-01 11:17:00,SELL,0,normal
MSFT,T020,416,385.46675660570827,2024-01-01 08:14:00,SELL,0,normal
JPM,T004,468,199.62740355320355,2024-01-01 11:10:00,SELL,0,normal
META,T003,411,504.24683977893056,2024-01-01 06:17:00,SELL,0,normal
JPM,T019,129,192.4859320848577,2024-01-01 08:46:00,SELL,0,normal
AAPL,T019,484,172.76846669475844,2024-01-01 14:05:00,BUY,0,normal
AAPL,T012,431,172.52827485613466,2024-01-01 02:17:00,SELL,0,normal
JPM,T020,10,189.99064892518894,2024-01-01 05:55:00,BUY,0,normal
TSLA,T020,413,243.9278130750546,2024-01-01 06:05:00,SELL,0,normal
JPM,T017,432,194.0278766796093,2024-01-01 15:42:00,SELL,0,normal
GOOGL,T003,438,138.44362655870907,2024-01-01 12:29:00,SELL,0,normal
JPM,T004,72,189.93827937005616,2024-01-01 15:48:00,SELL,0,normal
AAPL,T020,419,177.4096984225403,2024-01-01 13:49:00,BUY,0,normal
NVDA,T004,496,792.2723715489382,2024-01-01 10:56:00,BUY,0,normal
JPM,T001,173,199.29885541194625,2024-01-01 03:19:00,BUY,0,normal
AMZN,T015,384,182.6451891241345,2024-01-01 03:33:00,BUY,0,normal
JPM,T018,89,195.55320924209707,2024-01-01 06:48:00,BUY,0,normal
MSFT,T016,125,371.67981926255953,2024-01-01 05:32:00,BUY,0,normal
MSFT,T012,468,388.5882615635388,2024-01-01 03:28:00,BUY,0,normal
AMZN,T001,201,181.46266819230095,2024-01-01 10:13:00,SELL,0,normal
TSLA,T009,494,247.20770158167468,2024-01-01 01:18:00,SELL,0,normal
AMZN,T011,462,186.80407849746484,2024-01-01 00:29:00,BUY,0,normal
GOOGL,T019,110,143.23478110110514,2024-01-01 08:55:00,SELL,0,normal
MSFT,T020,286,374.7637741280302,2024-01-01 11:35:00,BUY,0,normal
JPM,T003,267,193.57070043705605,2024-01-01 09:17:00,BUY,0,normal
NVDA,T005,436,801.0422822809204,2024-01-01 13:56:00,BUY,0,normal
TSLA,T011,401,250.03619490446405,2024-01-01 09:56:00,SELL,0,normal
NVDA,T010,135,795.7684851344468,2024-01-01 02:45:00,SELL,0,normal
MSFT,T015,436,385.65601786702155,2024-01-01 15:18:00,BUY,0,normal
AMZN,T007,243,180.2826921116021,2024-01-01 08:15:00,BUY,0,normal
TSLA,T003,456,246.98687716249785,2024-01-01 13:44:00,BUY,0,normal
MSFT,T004,241,379.56960672019983,2024-01-01 01:05:00,BUY,0,normal
GOOGL,T002,337,142.31664512607156,2024-01-01 02:21:00,BUY,0,normal
JPM,T005,85,200.74756214923832,2024-01-01 15:25:00,SELL,0,normal
JPM,T010,39,189.65515013316556,2024-01-01 13:47:00,BUY,0,normal
TSLA,T011,337,248.27751606033954,2024-01-01 10:55:00,SELL,0,normal
MSFT,T007,167,382.8168572278546,2024-01-01 05:31:00,BUY,0,normal
TSLA,T003,461,250.0632903330665,2024-01-01 11:04:00,BUY,0,normal
AAPL,T006,77,178.4607517953999,2024-01-01 04:09:00,SELL,0,normal
GOOGL,T009,87,140.8578028914008,2024-01-01 15:07:00,SELL,0,normal
AMZN,T019,47,182.29961155304034,2024-01-01 11:48:00,SELL,0,normal
GOOGL,T001,56,140.18585078038646,2024-01-01 05:05:00,BUY,0,normal
GOOGL,T013,468,138.51543342866688,2024-01-01 12:14:00,SELL,0,normal
GOOGL,T009,122,140.60118618985643,2024-01-01 16:15:00,BUY,0,normal
NVDA,T007,319,785.4880151482226,2024-01-01 00:49:00,BUY,0,normal
TSLA,T005,288,246.4497592338473,2024-01-01 14:56:00,SELL,0,normal
META,T011,79,488.2193708849756,2024-01-01 00:02:00,SELL,0,normal
NVDA,T013,34,795.8889810557293,2024-01-01 09:04:00,BUY,0,normal
TSLA,T009,147,256.4195591224874,2024-01-01 05:50:00,BUY,0,normal
AMZN,T013,52,183.50202444042083,2024-01-01 15:04:00,BUY,0,normal
AMZN,T010,402,184.88084361822183,2024-01-01 08:56:00,BUY,0,normal
JPM,T018,458,198.85807394846145,2024-01-01 05:44:00,BUY,0,normal
TSLA,T011,174,250.05520365971674,2024-01-20 00:08:00,BUY,1,wash_trade
NVDA,T007,10,776.5784894247644,2024-01-01 08:01:00,SELL,0,normal
MSFT,T004,489,369.56549139917047,2024-01-01 09:35:00,SELL,0,normal
TSLA,T007,323,248.87622651271195,2024-01-01 00:33:00,SELL,0,normal
GOOGL,T016,224,143.86893048505567,2024-01-01 00:31:00,SELL,0,normal
NVDA,T016,210,823.240892717504,2024-01-01 03:51:00,BUY,0,normal
GOOGL,T001,274,138.50869187608694,2024-01-01 16:03:00,BUY,0,normal
TSLA,T008,429,254.2435791125759,2024-01-01 03:12:00,BUY,0,normal
NVDA,T018,376,809.2899425401627,2024-01-01 05:33:00,BUY,0,normal
AMZN,T013,410,184.9738894962557,2024-01-01 00:03:00,SELL,0,normal
AMZN,T009,477,188.11730573516144,2024-01-01 03:24:00,BUY,0,normal
JPM,T009,61,196.38832915965492,2024-01-01 08:34:00,BUY,0,normal
AMZN,T014,220,189.0999162783516,2024-01-01 13:19:00,BUY,0,normal
MSFT,T019,344,384.8506930177577,2024-01-01 05:06:00,SELL,0,normal
META,T003,215,511.1873604916125,2024-01-01 01:49:00,BUY,0,normal
AAPL,T002,232,175.8581366285665,2024-01-01 07:10:00,SELL,0,normal
GOOGL,T016,29,142.11495795753856,2024-01-01 01:17:00,BUY,0,normal
META,T016,146,492.0799178786165,2024-01-01 01:24:00,BUY,0,normal
GOOGL,T002,292,136.9846293195801,2024-01-01 04:46:00,SELL,0,normal
GOOGL,T003,375,138.34490288223333,2024-01-01 01:22:00,BUY,0,normal
AMZN,T007,161,184.8374616583027,2024-01-20 00:02:00,BUY,1,wash_trade
AAPL,T004,487,174.2555381504272,2024-01-01 13:09:00,BUY,0,normal
META,T009,364,504.9564189681236,2024-01-01 14:54:00,BUY,0,normal
MSFT,T011,316,380.6507514198879,2024-01-01 06:38:00,BUY,0,normal
JPM,T018,395,197.21014699369977,2024-01-01 05:23:00,SELL,0,normal
TSLA,T017,75,244.75897430864504,2024-01-01 08:39:00,SELL,0,normal
TSLA,T012,335,257.3077949806254,2024-01-01 15:16:00,BUY,0,normal
AMZN,T015,285,183.43716880967187,2024-01-01 15:22:00,SELL,0,normal
NVDA,T014,373,800.3932599093557,2024-01-01 00:05:00,SELL,0,normal
AMZN,T010,307,189.85127088044263,2024-01-01 12:11:00,SELL,0,normal
JPM,T001,284,190.35273304489357,2024-01-01 07:45:00,BUY,0,normal
META,T004,371,485.47416666320396,2024-01-01 01:37:00,SELL,0,normal
AMZN,T018,440,189.28132739652784,2024-01-01 04:26:00,SELL,0,normal
JPM,T006,223,194.7846215937107,2024-01-01 05:57:00,BUY,0,normal
AMZN,T011,316,185.75197614994065,2024-01-01 14:28:00,BUY,0,normal
MSFT,T007,186,385.0942351990022,2024-01-01 13:18:00,SELL,0,normal
AAPL,T002,217,172.1721308159425,2024-01-01 06:20:00,SELL,0,normal
MSFT,T003,195,371.5811413449801,2024-01-01 10:31:00,SELL,0,normal
JPM,T002,203,199.74776467909686,2024-01-01 06:21:00,SELL,0,normal
JPM,T018,421,196.34241990700298,2024-01-01 08:10:00,BUY,0,normal
GOOGL,T001,136,138.28891689580928,2024-01-01 01:58:00,SELL,0,normal
AAPL,T008,104,174.6033932665085,2024-01-01 15:00:00,BUY,0,normal
GOOGL,T017,352,136.00538706340893,2024-01-01 04:10:00,BUY,0,normal
NVDA,T007,166,779.4197349135964,2024-01-01 08:43:00,BUY,0,normal
AAPL,T016,84,174.76843909776824,2024-01-01 00:09:00,SELL,0,normal
MSFT,T007,226,387.9430811925926,2024-01-01 03:16:00,SELL,0,normal
GOOGL,T009,210,142.9859930527102,2024-01-01 10:03:00,SELL,0,normal
AMZN,T014,447,184.32092089000162,2024-01-01 01:21:00,SELL,0,normal
AAPL,T013,474,175.9189546718363,2024-01-01 13:03:00,BUY,0,normal
AAPL,T013,296,174.73620678299488,2024-01-01 09:47:00,SELL,0,normal
AMZN,T004,320,185.08521467182572,2024-01-01 13:17:00,SELL,0,normal
META,T009,92,493.52153931579545,2024-01-01 03:59:00,SELL,0,normal
NVDA,T008,258,791.9438262897656,2024-01-01 04:50:00,SELL,0,normal
META,T006,375,509.6151783157581,2024-01-01 03:31:00,SELL,0,normal
AMZN,T003,440,185.9341998559346,2024-01-01 11:57:00,BUY,0,normal
META,T009,389,499.8051974130902,2024-01-01 05:59:00,BUY,0,normal
MSFT,T016,23,390.3317830620056,2024-01-01 07:29:00,SELL,0,normal
TSLA,T015,136,254.42848387874068,2024-01-01 03:47:00,SELL,0,normal
AAPL,T002,64,171.0503586604054,2024-01-01 15:50:00,BUY,0,normal
JPM,T008,316,191.91941333596125,2024-01-01 15:46:00,BUY,0,normal
JPM,T007,443,197.9427788552689,2024-01-01 13:16:00,BUY,0,normal
META,T001,115,514.0837575117677,2024-01-01 08:21:00,SELL,0,normal
AAPL,T003,180,177.22291111965356,2024-01-01 07:44:00,BUY,0,normal
GOOGL,T003,175,139.5848422942474,2024-01-01 06:02:00,SELL,0,normal
GOOGL,T015,379,137.8627547259994,2024-01-01 07:48:00,SELL,0,normal
JPM,T011,273,192.0430248720295,2024-01-01 15:35:00,SELL,0,normal
AAPL,T001,478,170.43194118170442,2024-01-01 07:08:00,BUY,0,normal
META,T007,239,514.8444467848883,2024-01-01 00:07:00,SELL,0,normal
META,T002,109,507.41227401889654,2024-01-01 02:35:00,SELL,0,normal
AAPL,T015,58,172.75923453159504,2024-01-01 09:01:00,SELL,0,normal
JPM,T019,13,189.27889500839547,2024-01-01 07:20:00,BUY,0,normal
MSFT,T001,14,385.99683996650987,2024-01-01 08:02:00,BUY,0,normal
NVDA,T006,459,802.5910940392092,2024-01-01 07:02:00,SELL,0,normal
MSFT,T012,251,377.4499074283799,2024-01-01 12:58:00,SELL,0,normal
MSFT,T020,180,389.8373319882427,2024-01-01 15:49:00,BUY,0,normal
AMZN,T019,360,186.93972895582047,2024-01-01 05:34:00,BUY,0,normal
JPM,T018,169,194.35577180401597,2024-01-01 09:36:00,BUY,0,normal
AMZN,T007,137,188.39407695159957,2024-01-01 15:34:00,BUY,0,normal
GOOGL,T017,474,135.98705809328865,2024-01-01 09:27:00,BUY,0,normal
MSFT,T003,491,378.2593367485538,2024-01-01 09:54:00,SELL,0,normal
TSLA,T007,177,255.14097953209708,2024-01-01 08:50:00,SELL,0,normal
NVDA,T006,485,776.7790619044387,2024-01-01 09:41:00,BUY,0,normal
TSLA,T009,483,254.85868541576195,2024-01-01 11:47:00,SELL,0,normal
TSLA,T006,237,251.49140212869904,2024-01-01 07:28:00,BUY,0,normal
AAPL,T012,304,173.5264960834994,2024-01-01 07:33:00,BUY,0,normal
TSLA,T006,236,256.9093942844325,2024-01-01 03:48:00,SELL,0,normal
MSFT,T009,259,380.653391868869,2024-01-01 05:52:00,SELL,0,normal
AMZN,T005,322,182.319984677451,2024-01-01 12:08:00,BUY,0,normal
NVDA,T004,498,811.9689373615523,2024-01-01 03:32:00,SELL,0,normal
META,T007,230,493.184129904375,2024-01-01 01:19:00,SELL,0,normal
NVDA,T012,147,823.7157330777143,2024-01-01 02:28:00,BUY,0,normal
AAPL,T008,25,176.37457608161287,2024-01-01 05:02:00,SELL,0,normal
TSLA,T005,485,244.35907081661315,2024-01-01 10:28:00,BUY,0,normal
AAPL,T013,102,176.33299957453883,2024-01-01 12:57:00,BUY,0,normal
TSLA,T004,157,249.45883429165076,2024-01-01 08:26:00,SELL,0,normal
TSLA,T011,289,253.64359464787123,2024-01-01 05:42:00,SELL,0,normal
GOOGL,T003,448,143.9539653540482,2024-01-01 08:05:00,SELL,0,normal
TSLA,T018,429,257.0138953899621,2024-01-01 11:51:00,BUY,0,normal
TSLA,T006,106,254.717108140464,2024-01-01 02:13:00,BUY,0,normal
GOOGL,T016,253,137.07513455786219,2024-01-01 11:43:00,BUY,0,normal
META,T018,165,508.8971518940808,2024-01-01 05:11:00,BUY,0,normal
NVDA,T014,200,810.6099466240029,2024-01-01 12:02:00,BUY,0,normal
MSFT,T003,179,374.0370349167189,2024-01-01 10:29:00,BUY,0,normal
AAPL,T012,421,179.58503176458385,2024-01-01 00:00:00,BUY,0,normal
META,T006,112,494.90603886793195,2024-01-01 05:16:00,SELL,0,normal
AAPL,T009,127,174.0907865660935,2024-01-01 11:46:00,BUY,0,normal
TSLA,T003,313,242.98065384067266,2024-01-01 09:07:00,BUY,0,normal
AAPL,T010,157,177.39274936598449,2024-01-01 14:32:00,BUY,0,normal
GOOGL,T015,465,143.80499135710485,2024-01-01 08:52:00,BUY,0,normal
AAPL,T010,341,179.51051561345582,2024-01-01 07:57:00,BUY,0,normal
AMZN,T008,382,189.50778559949353,2024-01-01 06:44:00,BUY,0,normal
NVDA,T009,264,798.475107473292,2024-01-01 02:52:00,BUY,0,normal
TSLA,T004,331,252.71994209034537,2024-01-01 02:05:00,BUY,0,normal
META,T018,161,504.17081630794024,2024-01-01 06:34:00,SELL,0,normal
JPM,T018,97,191.81605310266815,2024-01-01 07:00:00,BUY,0,normal
NVDA,T019,481,776.6613130541143,2024-01-01 09:12:00,SELL,0,normal
JPM,T017,309,192.08497883236492,2024-01-01 15:03:00,SELL,0,normal
AMZN,T014,94,190.53700897440362,2024-01-01 01:30:00,SELL,0,normal
TSLA,T011,108,256.47916553844993,2024-01-01 15:39:00,SELL,0,normal
